"_time",bytes,"bytes_in","bytes_out","dest_ip","dest_port",packets,"packets_in","packets_out","src_ip"
"1494923867.000",62,0,62,"10.77.180.70",445,1,0,1,"10.84.42.231"
"1494923861.000",132,0,132,"10.77.180.70",445,2,0,2,"10.84.42.231"
"1494919235.000",14100,4739,9361,"10.11.168.9",445,51,22,29,"10.84.42.134"
"1494919204.000",62,0,62,"10.77.180.70",445,1,0,1,"10.84.42.231"
"1494907704.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494906631.000",14100,4739,9361,"10.11.168.9",445,51,22,29,"10.84.42.134"
"1494904102.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494901402.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494900570.000",14228,4803,9425,"10.11.168.9",445,53,23,30,"10.84.42.134"
"1494887902.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494884301.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494879802.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494876201.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494873823.000",1986,1140,846,"10.83.65.91",445,15,6,9,"10.83.84.205"
"1494873823.000",286,146,140,"10.83.65.91",445,5,2,3,"10.83.84.205"
"1494873502.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494916703.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494911303.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494908603.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494896902.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494892402.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494881601.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494869001.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494863578.000",2008,1162,846,"10.83.185.3",445,15,6,9,"10.83.84.205"
"1494863578.000",352,212,140,"10.83.185.3",445,6,3,3,"10.83.84.205"
"1494861901.000",282,142,140,"10.83.185.3",445,5,2,3,"10.83.84.244"
"1494861901.000",2008,1162,846,"10.83.185.3",445,15,6,9,"10.83.84.244"
"1494861801.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494861778.000",352,212,140,"10.83.185.3",445,6,3,3,"10.83.84.205"
"1494861778.000",2008,1162,846,"10.83.185.3",445,15,6,9,"10.83.84.205"
"1494861067.000",2008,1162,846,"10.83.185.3",445,15,6,9,"10.83.84.244"
"1494861057.000",282,142,140,"10.83.185.3",445,5,2,3,"10.83.84.244"
"1494852800.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494843800.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494431802.000",138,78,60,"10.83.3.150",445,3,1,2,"10.83.84.244"
"1494431797.000",82,0,82,"136.98.40.1",445,1,0,1,"10.83.84.244"
"1494431765.000",82,0,82,"136.98.40.1",445,1,0,1,"10.83.84.244"
"1494431444.000",14098,4738,9360,"10.11.168.9",445,51,22,29,"10.84.42.134"
"1494385168.000",7565,2417,5148,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1494375268.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494364467.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494360867.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494353667.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494321265.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494307768.000",7565,2417,5148,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1494290664.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494275368.000",282,142,140,"10.83.185.3",445,5,2,3,"10.83.84.244"
"1494275368.000",2008,1162,846,"10.83.185.3",445,15,6,9,"10.83.84.244"
"1494275366.000",2000,1154,846,"10.83.68.49",445,15,6,9,"10.83.84.244"
"1494275363.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494272663.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494872601.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494869901.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494867228.000",82,0,82,"136.98.140.1",445,1,0,1,"10.83.84.205"
"1494848300.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494842001.000",7565,2417,5148,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1494836599.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494835699.000",7565,2417,5148,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1494809598.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494805098.000",7565,2417,5148,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1494803890.000",14228,4803,9425,"10.11.168.10",445,53,23,30,"10.84.42.134"
"1494893910.000",14376,5009,9367,"10.11.168.9",445,53,24,29,"10.84.42.134"
"1494888802.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494887188.000",14463,4968,9495,"10.11.168.9",445,55,24,31,"10.84.42.134"
"1494887002.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494878901.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494878002.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494873984.000",21933,9397,12536,"10.11.168.9",445,76,33,43,"10.84.42.134"
"1494870593.000",1980,1134,846,"10.83.42.85",445,15,6,9,"10.83.84.205"
"1494870593.000",282,142,140,"10.83.42.85",445,5,2,3,"10.83.84.205"
"1494868102.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494886103.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494885202.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494880586.000",14100,4739,9361,"10.11.168.9",445,51,22,29,"10.84.42.134"
"1494871701.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494870801.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494867202.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494860001.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494854600.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494850100.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494847400.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494832999.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494830299.000",7565,2417,5148,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1494828499.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494817698.000",7565,2417,5148,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1494807799.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494882502.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494880701.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494877101.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494865377.000",2008,1162,846,"10.83.3.150",445,15,6,9,"10.83.84.205"
"1494865017.000",282,142,140,"10.83.3.150",445,5,2,3,"10.83.84.244"
"1494865017.000",2008,1162,846,"10.83.3.150",445,15,6,9,"10.83.84.244"
"1494865016.000",286,146,140,"10.83.65.91",445,5,2,3,"10.83.84.244"
"1494865004.000",286,146,140,"10.83.65.91",445,5,2,3,"10.83.84.244"
"1494865004.000",282,142,140,"10.83.3.150",445,5,2,3,"10.83.84.244"
"1494865004.000",2008,1162,846,"10.83.3.150",445,15,6,9,"10.83.84.244"
"1494860498.000",2008,1162,846,"10.83.185.3",445,15,6,9,"10.83.84.205"
"1494860498.000",282,142,140,"10.83.185.3",445,5,2,3,"10.83.84.205"
"1494860062.000",14228,4803,9425,"10.11.168.9",445,53,23,30,"10.84.42.134"
"1494859857.000",352,212,140,"10.83.185.3",445,6,3,3,"10.83.84.205"
"1494859857.000",2008,1162,846,"10.83.185.3",445,15,6,9,"10.83.84.205"
"1494842901.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494831199.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494816799.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494814098.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494812298.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494791597.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494788897.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494778097.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494760096.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494747496.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494742995.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494735795.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494733734.000",14100,4739,9361,"10.11.168.9",445,51,22,29,"10.84.42.134"
"1494724995.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494719594.000",7565,2353,5212,"10.11.168.9",445,27,11,16,"10.84.42.134"
"1494544087.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494540487.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494522486.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494517986.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494515286.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494505386.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494503586.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494491885.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494490985.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494869040.000",356,216,140,"10.83.65.91",445,6,3,3,"10.83.84.205"
"1494869040.000",2004,1158,846,"10.83.204.210",445,15,6,9,"10.83.84.205"
"1494869040.000",1986,1140,846,"10.83.65.91",445,15,6,9,"10.83.84.205"
"1494869039.000",1992,1146,846,"10.83.68.215",445,15,6,9,"10.83.84.205"
"1494869039.000",352,212,140,"10.83.68.215",445,6,3,3,"10.83.84.205"
"1494869039.000",352,212,140,"10.83.204.210",445,6,3,3,"10.83.84.205"
"1494867238.000",356,216,140,"10.83.65.91",445,6,3,3,"10.83.84.205"
"1494867238.000",1986,1140,846,"10.83.65.91",445,15,6,9,"10.83.84.205"
"1494867238.000",352,212,140,"10.83.68.215",445,6,3,3,"10.83.84.205"
"1494867238.000",2008,1162,846,"10.83.3.150",445,15,6,9,"10.83.84.205"
"1494867238.000",2004,1158,846,"10.83.204.210",445,15,6,9,"10.83.84.205"
"1494867238.000",352,212,140,"10.83.204.210",445,6,3,3,"10.83.84.205"
"1494867238.000",1992,1146,846,"10.83.68.215",445,15,6,9,"10.83.84.205"
"1494867238.000",282,142,140,"10.83.3.150",445,5,2,3,"10.83.84.205"
"1494866964.000",14292,4803,9489,"10.11.168.9",445,54,23,31,"10.84.42.134"
"1494865401.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494863602.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494861026.000",282,142,140,"10.83.185.3",445,5,2,3,"10.83.84.244"
"1494861026.000",2008,1162,846,"10.83.185.3",445,15,6,9,"10.83.84.244"
"1494860902.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494859100.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494857301.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494856400.000",7945,2663,5282,"10.11.168.9",445,29,12,17,"10.84.42.134"
"1494855500.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494853700.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494851900.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494851001.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494844700.000",7629,2481,5148,"10.11.168.10",445,28,13,15,"10.84.42.134"
"1494838399.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494832099.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494829399.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494827599.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494824899.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494821299.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494820399.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494818600.000",7565,2417,5148,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1494816733.000",14228,4803,9425,"10.11.168.10",445,53,23,30,"10.84.42.134"
"1494810499.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494808699.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494866301.000",7765,2487,5278,"10.11.168.9",445,29,13,16,"10.84.42.134"
"1494864501.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494862701.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494858200.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494853340.000",14100,4739,9361,"10.11.168.9",445,51,22,29,"10.84.42.134"
"1494847519.000",14228,4803,9425,"10.11.168.10",445,53,23,30,"10.84.42.134"
"1494846500.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494845601.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494841100.000",7565,2417,5148,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1494840738.000",14228,4803,9425,"10.11.168.10",445,53,23,30,"10.84.42.134"
"1494839299.000",7954,2736,5218,"10.11.168.10",445,29,13,16,"10.84.42.134"
"1494834858.000",14100,4739,9361,"10.11.168.10",445,51,22,29,"10.84.42.134"
"1494834800.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494828256.000",14228,4803,9425,"10.11.168.10",445,53,23,30,"10.84.42.134"
"1494840200.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494837499.000",7565,2417,5148,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1494826699.000",7565,2417,5148,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1494814998.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494825799.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494823099.000",7629,2417,5212,"10.11.168.10",445,28,12,16,"10.84.42.134"
"1494822494.000",14228,4803,9425,"10.11.168.10",445,53,23,30,"10.84.42.134"
"1494822199.000",7565,2353,5212,"10.11.168.10",445,27,11,16,"10.84.42.134"
"1494819499.000",7565,2417,5148,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1494815899.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494813198.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494810671.000",21425,9087,12338,"10.11.168.10",445,72,32,40,"10.84.42.134"
"1494806898.000",7565,2417,5148,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1494805998.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494803298.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494800598.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494797108.000",14164,4739,9425,"10.11.168.10",445,52,22,30,"10.84.42.134"
"1494792497.000",7701,2483,5218,"10.11.168.10",445,28,12,16,"10.84.42.134"
"1494790698.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494786198.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494777198.000",7565,2417,5148,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1494776825.000",14241,4874,9367,"10.11.168.10",445,52,23,29,"10.84.42.134"
"1494776297.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494801498.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494799698.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494793397.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494789797.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494787997.000",7565,2353,5212,"10.11.168.10",445,27,11,16,"10.84.42.134"
"1494784397.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494783847.000",14164,4739,9425,"10.11.168.10",445,52,22,30,"10.84.42.134"
"1494782598.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494781698.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494795198.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494790507.000",14228,4803,9425,"10.11.168.10",445,53,23,30,"10.84.42.134"
"1494783497.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494760996.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494802398.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494798798.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494796999.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494778998.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494775397.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494772698.000",7565,2417,5148,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1494771797.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494787097.000",7565,2417,5148,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1494785297.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494766397.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494765497.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494753796.000",7565,2353,5212,"10.11.168.9",445,27,11,16,"10.84.42.134"
"1494743896.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494728273.000",14100,4739,9361,"10.11.168.9",445,51,22,29,"10.84.42.134"
"1494717794.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494774497.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494773598.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494769996.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494769096.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494768197.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494767297.000",7565,2417,5148,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1494761896.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494757396.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494756496.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494755596.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494749296.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494748395.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494744795.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494770644.000",14100,4739,9361,"10.11.168.10",445,51,22,29,"10.84.42.134"
"1494759196.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494758296.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494757488.000",16356,5279,11077,"10.11.168.9",445,58,26,32,"10.84.42.134"
"1494752896.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494751097.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494747298.000",14100,4739,9361,"10.11.168.9",445,51,22,29,"10.84.42.134"
"1494741195.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494739395.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494733095.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494729495.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494725895.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494718694.000",7881,2663,5218,"10.11.168.9",445,28,12,16,"10.84.42.134"
"1494489185.000",7565,2417,5148,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1494474784.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494470284.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494449583.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494432482.000",7499,2352,5147,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494432476.000",82,0,82,"136.98.40.1",445,1,0,1,"10.83.84.244"
"1494431949.000",2008,1162,846,"10.83.3.150",445,15,6,9,"10.83.84.244"
"1494406770.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494402237.000",14228,4803,9425,"10.11.168.10",445,53,23,30,"10.84.42.134"
"1494397769.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494386968.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494370282.000",138,78,60,"10.83.3.206",445,3,1,2,"10.83.84.244"
"1494367103.000",2000,1154,846,"10.83.204.138",445,15,6,9,"10.83.84.244"
"1494367103.000",282,142,140,"10.83.204.138",445,5,2,3,"10.83.84.244"
"1494363567.000",7565,2417,5148,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1494350047.000",282,142,140,"10.83.204.138",445,5,2,3,"10.83.84.244"
"1494350047.000",2000,1154,846,"10.83.204.138",445,15,6,9,"10.83.84.244"
"1494349930.000",138,78,60,"10.83.204.138",445,3,1,2,"10.83.84.244"
"1494349930.000",138,78,60,"10.83.3.206",445,3,1,2,"10.83.84.244"
"1494348124.000",2008,1162,846,"10.83.3.150",445,15,6,9,"10.83.84.244"
"1494348124.000",282,142,140,"10.83.3.150",445,5,2,3,"10.83.84.244"
"1494348123.000",1986,1140,846,"10.83.65.91",445,15,6,9,"10.83.84.244"
"1494348123.000",356,216,140,"10.83.65.91",445,6,3,3,"10.83.84.244"
"1494347366.000",7565,2417,5148,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1494346323.000",352,212,140,"10.83.65.81",445,6,3,3,"10.83.84.244"
"1494346323.000",1987,1141,846,"10.83.65.81",445,15,6,9,"10.83.84.244"
"1494344667.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494314965.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1494723194.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494722294.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494716895.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494716450.000",14100,4739,9361,"10.11.168.9",445,51,22,29,"10.84.42.134"
"1494711494.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494710594.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494703394.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494699794.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494696193.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1494691694.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494690793.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494707894.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494700695.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494693494.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494682693.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494679093.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494677292.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1494666493.000",7501,2353,5148,"10.11.168.10",445,26,11,15,"10.84.42.134"
