"Event_Description","Event_Source","Host_Name","_time",severity,tag,url
"No updates found for Mac Host Integrity Content 14.0 RU1.",,"host_4","1517387020.000",,,
"No updates found for Power Eraser Definitions 14.0.",,"host_4","1517387020.000",,,
"No updates found for Symantec Endpoint Protection Security Fix Win64 14.0 RU1 MP1 (English).",,"host_4","1517387020.000",,,
"Successfully downloaded the Virus and Spyware definitions SDS Win32 14.0 RU1 (reduced) security definitions from LiveUpdate. The security definitions are now available for deployment.",,"host_4","1517387020.000",,,
"No updates found for Symantec Endpoint Protection Manager API 14.0 RU1 MP1.",,"host_4","1517387311.000",,,
"No updates found for Intrusion Prevention Signatures 14.0.",,"host_4","1517387311.000",,,
"Successfully downloaded the Revocation Data 14.0 RU1  security definitions from LiveUpdate. The security definitions are now available for deployment.",,"host_4","1517387311.000",,,
"No updates found for Submission Control signatures 14.0 RU1.",,"host_4","1517387311.000",,,
"No updates found for Symantec Whitelist 14.0 RU1 .",,"host_4","1517387311.000",,,
"No updates found for SONAR Heuristics engine 14.0 RU1.",,"host_4","1517387311.000",,,
"No updates found for SEPM LiveUpdate Database 14.0 RU1.",,"host_4","1517387311.000",,,
"No updates found for Power Eraser Definitions 14.0 RU1.",,"host_4","1517387311.000",,,
"No updates found for Advanced Machine Learning (Static) content Win32 14.0 RU1.",,"host_4","1517387311.000",,,
"Successfully downloaded the Virus and Spyware definitions SDS Win32 14.0 RU1 security definitions from LiveUpdate. The security definitions are now available for deployment.",,"host_4","1517387311.000",,,
"Cleaned up 1 LiveUpdate downloaded content",,"host_4","1517387312.000",,,
"No updates found for Advanced Machine Learning (Static) content Win64 14.0 RU1.",,"host_4","1517387349.000",,,
"Successfully downloaded the Virus and Spyware definitions SDS Win64 14.0 RU1 security definitions from LiveUpdate. The security definitions are now available for deployment.",,"host_4","1517387349.000",,,
"No updates found for SPC AntiVirus Client Mac 14.0 (English).",,"host_4","1517387373.000",,,
"No updates found for Symantec Endpoint Protection Win64 14.0 RU1 (English).",,"host_4","1517387373.000",,,
"No updates found for Symantec Endpoint Protection Win32 14.0 RU1 (English).",,"host_4","1517387373.000",,,
"No updates found for Symantec Endpoint Protection Manager Content Catalog 14.0 RU1.",,"host_4","1517387373.000",,,
"No updates found for Intrusion Prevention Signatures 14.0 RU1.",,"host_4","1517387373.000",,,
"No updates found for Centralized Reputation Settings 14.0 RU1.",,"host_4","1517387373.000",,,
"No updates found for AP Portal List 12.1 RU6 MP8.",,"host_4","1517387373.000",,,
"No updates found for Common Network Transport Library and Configuration 14.0 RU1.",,"host_4","1517387373.000",,,
"No updates found for Symantec Endpoint Protection Security Fix Win32 14.0 RU1 MP1 (English).",,"host_4","1517387373.000",,,
"No updates found for AP Portal List 12.1 RU5.",,"host_4","1517387373.000",,,
"No updates found for Endpoint Detection and Response 14.0.",,"host_4","1517387373.000",,,
"Successfully downloaded the Virus and Spyware definitions SDS Win64 14.0 RU1 (reduced) security definitions from LiveUpdate. The security definitions are now available for deployment.",,"host_4","1517387373.000",,,
"LiveUpdate succeeded.",,"host_4","1517387375.000",,,
"LiveUpdate will start next on Wednesday, January 31, 2018 12:29:35 PM UTC on server_1.",,"host_4","1517387375.000",,,
"LUALL.EXE successfully updated the content. Return code = 0.",,"host_4","1517387375.000",,,
"Downloaded new content update from the management server successfully.     Remote file path: https://server_1(10.17.1.47):443/content/{810D5A61-809F-49c2-BD75-177F0647D2BA}/180130068/xdelta180130068_To_180130080.dax",SYLINK,"host_4","1517387613.000",informational,,"server_1(10.17.1.47):443"
"Downloaded new content update from the management server successfully.     Remote file path: https://server_1(10.17.1.47):443/content/{67F66706-F04B-4432-9947-F8354949D2A6}/180130008/xdelta180130008_To_180130022.dax",SYLINK,"host_4","1517387613.000",informational,,"server_1(10.17.1.47):443"
"An update for Revocation Data was successfully installed.  The new sequence number is 180130080.","LiveUpdate Manager","host_4","1517387613.000",informational,,
"An update for Virus and Spyware Definitions SDS Win64 (Reduced) was successfully installed.  The new sequence number is 180130022.","LiveUpdate Manager","host_4","1517387613.000",informational,,
"Downloaded new content update from the management server successfully.     Remote file path: https://server_1(10.17.1.47):443/content/{67F66706-F04B-4432-9947-F8354949D2A6}/180130008/xdelta180130008_To_180130022.dax",SYLINK,"host_1","1517387665.000",informational,,"server_1(10.17.1.47):443"
"An update for Virus and Spyware Definitions SDS Win64 (Reduced) was successfully installed.  The new sequence number is 180130022.","LiveUpdate Manager","host_1","1517387665.000",informational,,
"Downloaded new content update from the management server successfully.     Remote file path: https://server_1(10.17.1.47):443/content/{810D5A61-809F-49c2-BD75-177F0647D2BA}/180130068/xdelta180130068_To_180130080.dax",SYLINK,"host_1","1517387666.000",informational,,"server_1(10.17.1.47):443"
"An update for Revocation Data was successfully installed.  The new sequence number is 180130080.","LiveUpdate Manager","host_1","1517387666.000",informational,,
"Symantec Endpoint Protection Manager is available to provide updates, so the scheduled LiveUpdate was skipped.","LiveUpdate Manager","host_1","1517393035.000",informational,,
"Symantec Endpoint Protection -- Engine version: 14.0.3876  Windows Version info:  Operating System: Windows 7 (6.1.7601 Service Pack 1)  Network  info:  No.0  'Local Area Connection'  0a-9c-fa-a2-9c-5c  'Citrix PV Ethernet Adapter #0' 10.0.2.37",Smc,"host_2","1517394350.000",informational,,
"Symantec Endpoint Protection -- Engine version: 14.0.3876  Windows Version info:  Operating System: Windows 7 (6.1.7601 Service Pack 1)  Network  info:  No.0  'Local Area Connection'  0a-9c-6f-a2-9c-22  'Citrix PV Ethernet Adapter #0' 10.0.2.54",Smc,"host_3","1517394391.000",informational,,
"[SID: 30372] System Infected: Trojan.Coinbitminer Activity 11 attack blocked. Traffic has been blocked for this application: C:\WINDOWS\TASKS\SVCHOST.EXE",,"host_2","1517394467.000",critical,"attack
host
ids",
"[SID: 30253] System Infected: Bitcoinminer Activity 6 attack blocked. Traffic has been blocked for this application: C:\WINDOWS\TASKS\SVCHOST.EXE",,"host_2","1517394467.000",critical,"attack
host
ids",
"Symantec Endpoint Protection -- Engine version: 14.0.3876  Windows Version info:  Operating System: Windows 7 (6.1.7601 Service Pack 1)  Network  info:  No.0  'Local Area Connection'  0a-9c-6f-a2-9c-22  'Citrix PV Ethernet Adapter #0' 10.0.2.54",Smc,"host_3","1517394614.000",informational,,
"Symantec Endpoint Protection -- Engine version: 14.0.3876  Windows Version info:  Operating System: Windows 7 (6.1.7601 Service Pack 1)  Network  info:  No.0  'Local Area Connection'  0a-9c-fa-a2-9c-5c  'Citrix PV Ethernet Adapter #0' 10.0.2.37",Smc,"host_2","1517394868.000",informational,,
"The client opted to download a full definitions package for AV definitions from the management server or GUP rather than download a large package from LiveUpdate.",SYLINK,"host_3","1517394963.000",informational,,
"Downloaded new content update from the management server successfully.     Remote file path: https://server_1(10.17.1.47):443/content/{810D5A61-809F-49c2-BD75-177F0647D2BA}/180130080/Full.zip",SYLINK,"host_3","1517394963.000",informational,,"server_1(10.17.1.47):443"
"An update for Revocation Data was successfully installed.  The new sequence number is 180130080.","LiveUpdate Manager","host_3","1517394963.000",informational,,
"Downloaded new content update from the management server successfully.     Remote file path: https://server_1(10.17.1.47):443/content/{B6DC6C8F-46FA-40c7-A806-B669BE1D2D19}/180104052/Full.zip",SYLINK,"host_3","1517394964.000",informational,,"server_1(10.17.1.47):443"
"Downloaded new content update from the management server successfully.     Remote file path: https://server_1(10.17.1.47):443/content/{D6AEBC07-D833-485f-9723-6C908D37F806}/180117005/xdelta180117005_To_180122003.dax",SYLINK,"host_3","1517394964.000",informational,,"server_1(10.17.1.47):443"
"An update for Submission Control Thresholds was successfully installed.  The new sequence number is 180104052.","LiveUpdate Manager","host_3","1517394964.000",informational,,
"An update for SONAR Definitions was successfully installed.  The new sequence number is 180122003.","LiveUpdate Manager","host_3","1517394964.000",informational,,
"Downloaded new content update from the management server successfully.     Remote file path: https://server_1(10.17.1.47):443/content/{FDDBF0FB-0A93-1B05-74DA-0710C2E8441D}/171207040/Full.zip",SYLINK,"host_3","1517394965.000",informational,,"server_1(10.17.1.47):443"
"An update for Power Eraser Definitions was successfully installed.  The new sequence number is 171207040.","LiveUpdate Manager","host_3","1517394965.000",informational,,
"Downloaded new content update from the management server successfully.     Remote file path: https://10.17.1.47:443/content/TempCache/{67F66706-F04B-4432-9947-F8354949D2A6}/180124018/xdelta180124018_To_180130022.dax",SYLINK,"host_2","1517395215.000",informational,,"10.17.1.47:443"
"An update for Virus and Spyware Definitions SDS Win64 (Reduced) was successfully installed.  The new sequence number is 180130022.","LiveUpdate Manager","host_2","1517395215.000",informational,,
"Downloaded new content update from the management server successfully.     Remote file path: https://10.17.1.47:443/content/{810D5A61-809F-49c2-BD75-177F0647D2BA}/180130080/Full.zip",SYLINK,"host_2","1517395216.000",informational,,"10.17.1.47:443"
"An update for Revocation Data was successfully installed.  The new sequence number is 180130080.","LiveUpdate Manager","host_2","1517395216.000",informational,,
"Downloaded new content update from the management server successfully.     Remote file path: https://10.17.1.47:443/content/TempCache/{E8827B4A-4F58-4dea-8C93-07B32A63D1C5}/171221003/xdelta171221003_To_180125016.dax",SYLINK,"host_2","1517395219.000",informational,,"10.17.1.47:443"
"Downloaded new content update from the management server successfully.     Remote file path: https://10.17.1.47:443/content/TempCache/{EDBD3BD0-8395-4d4d-BAC9-19DD32EF4758}/180120002/xdelta180120002_To_180129002.dax",SYLINK,"host_2","1517395219.000",informational,,"10.17.1.47:443"
"Downloaded new content update from the management server successfully.     Remote file path: https://10.17.1.47:443/content/TempCache/{0D03AEA1-B630-43F8-828E-F10E80A68B99}/180124040/xdelta180124040_To_180130040.dax",SYLINK,"host_2","1517395219.000",informational,,"10.17.1.47:443"
"An update for Extended File Attributes and Signatures was successfully installed.  The new sequence number is 180125016.","LiveUpdate Manager","host_2","1517395219.000",informational,,
"An update for Symantec Whitelist was successfully installed.  The new sequence number is 180129002.","LiveUpdate Manager","host_2","1517395219.000",informational,,
"An update for Intrusion Prevention Signatures was successfully installed.  The new sequence number is 180130040.","LiveUpdate Manager","host_2","1517395219.000",informational,,
"Downloaded new content update from the management server successfully.     Remote file path: https://10.17.1.47:443/content/{B6DC6C8F-46FA-40c7-A806-B669BE1D2D19}/180104052/Full.zip",SYLINK,"host_2","1517395221.000",informational,,"10.17.1.47:443"
"Downloaded new content update from the management server successfully.     Remote file path: https://10.17.1.47:443/content/{FDDBF0FB-0A93-1B05-74DA-0710C2E8441D}/171207040/Full.zip",SYLINK,"host_2","1517395221.000",informational,,"10.17.1.47:443"
"Downloaded new content update from the management server successfully.     Remote file path: https://10.17.1.47:443/content/{D6AEBC07-D833-485f-9723-6C908D37F806}/180117005/xdelta180117005_To_180122003.dax",SYLINK,"host_2","1517395221.000",informational,,"10.17.1.47:443"
"An update for Submission Control Thresholds was successfully installed.  The new sequence number is 180104052.","LiveUpdate Manager","host_2","1517395221.000",informational,,
"An update for Power Eraser Definitions was successfully installed.  The new sequence number is 171207040.","LiveUpdate Manager","host_2","1517395221.000",informational,,
"An update for SONAR Definitions was successfully installed.  The new sequence number is 180122003.","LiveUpdate Manager","host_2","1517395221.000",informational,,
"Downloaded new content update from the management server successfully.     Remote file path: https://server_1(10.17.1.47):443/content/TempCache/{67F66706-F04B-4432-9947-F8354949D2A6}/180124018/xdelta180124018_To_180130022.dax",SYLINK,"host_3","1517395245.000",informational,,"server_1(10.17.1.47):443"
"An update for Virus and Spyware Definitions SDS Win64 (Reduced) was successfully installed.  The new sequence number is 180130022.","LiveUpdate Manager","host_3","1517395245.000",informational,,
"Downloaded new content update from the management server successfully.     Remote file path: https://server_1(10.17.1.47):443/content/TempCache/{0D03AEA1-B630-43F8-828E-F10E80A68B99}/180124040/xdelta180124040_To_180130040.dax",SYLINK,"host_3","1517395249.000",informational,,"server_1(10.17.1.47):443"
"An update for Intrusion Prevention Signatures was successfully installed.  The new sequence number is 180130040.","LiveUpdate Manager","host_3","1517395249.000",informational,,
"Downloaded new content update from the management server successfully.     Remote file path: https://server_1(10.17.1.47):443/content/TempCache/{EDBD3BD0-8395-4d4d-BAC9-19DD32EF4758}/180120002/xdelta180120002_To_180129002.dax",SYLINK,"host_3","1517395250.000",informational,,"server_1(10.17.1.47):443"
"Downloaded new content update from the management server successfully.     Remote file path: https://server_1(10.17.1.47):443/content/TempCache/{E8827B4A-4F58-4dea-8C93-07B32A63D1C5}/171221003/xdelta171221003_To_180125016.dax",SYLINK,"host_3","1517395250.000",informational,,"server_1(10.17.1.47):443"
"An update for Symantec Whitelist was successfully installed.  The new sequence number is 180129002.","LiveUpdate Manager","host_3","1517395250.000",informational,,
"An update for Extended File Attributes and Signatures was successfully installed.  The new sequence number is 180125016.","LiveUpdate Manager","host_3","1517395250.000",informational,,
"LiveUpdate started.",,"host_4","1517401804.000",,,
"No updates found for Submission Control signatures 14.0 RU1.",,"host_4","1517401811.000",,,
"No updates found for Symantec Whitelist 14.0 RU1 .",,"host_4","1517401811.000",,,
"No updates found for SONAR Heuristics engine 14.0 RU1.",,"host_4","1517401811.000",,,
"No updates found for SEPM LiveUpdate Database 14.0 RU1.",,"host_4","1517401811.000",,,
"No updates found for Power Eraser Definitions 14.0 RU1.",,"host_4","1517401811.000",,,
"No updates found for Advanced Machine Learning (Static) content Win32 14.0 RU1.",,"host_4","1517401811.000",,,
"No updates found for Virus and Spyware definitions SDS Win32 14.0 RU1.",,"host_4","1517401811.000",,,
"No updates found for Symantec Endpoint Protection Manager Content Catalog 11.0.",,"host_4","1517401811.000",,,
"No updates found for AP Portal List 14.0 RU1.",,"host_4","1517401811.000",,,
"No updates found for Intrusion Prevention Signatures Mac 14.0 RU1.",,"host_4","1517401811.000",,,
"No updates found for WSS Traffic Redirection 14.0 RU1 MP1.",,"host_4","1517401811.000",,,
"No updates found for Endpoint Detection and Response 14.0 RU1.",,"host_4","1517401811.000",,,
"No updates found for Extended File Attributes and Signatures 14.0 RU1.",,"host_4","1517401811.000",,,
"No updates found for Mac Host Integrity Content 14.0 RU1.",,"host_4","1517401811.000",,,
"No updates found for Power Eraser Definitions 14.0.",,"host_4","1517401811.000",,,
"No updates found for Symantec Endpoint Protection Security Fix Win64 14.0 RU1 MP1 (English).",,"host_4","1517401811.000",,,
"No updates found for Virus and Spyware definitions SDS Win32 14.0 RU1 (reduced).",,"host_4","1517401811.000",,,
"No updates found for Windows Host Integrity Content 14.0 RU1.",,"host_4","1517401811.000",,,
"No updates found for Symantec Endpoint Protection Manager Content Catalog 14.0 RU1.",,"host_4","1517401812.000",,,
"No updates found for Intrusion Prevention Signatures 14.0 RU1.",,"host_4","1517401812.000",,,
"No updates found for Centralized Reputation Settings 14.0 RU1.",,"host_4","1517401812.000",,,
"No updates found for AP Portal List 12.1 RU6 MP8.",,"host_4","1517401812.000",,,
"No updates found for Common Network Transport Library and Configuration 14.0 RU1.",,"host_4","1517401812.000",,,
"No updates found for Symantec Endpoint Protection Security Fix Win32 14.0 RU1 MP1 (English).",,"host_4","1517401812.000",,,
"No updates found for AP Portal List 12.1 RU5.",,"host_4","1517401812.000",,,
"No updates found for Endpoint Detection and Response 14.0.",,"host_4","1517401812.000",,,
"No updates found for Virus and Spyware definitions SDS Win64 14.0 RU1 (reduced).",,"host_4","1517401812.000",,,
"No updates found for Advanced Machine Learning (Static) content Win64 14.0 RU1.",,"host_4","1517401812.000",,,
"No updates found for Virus and Spyware definitions SDS Win64 14.0 RU1.",,"host_4","1517401812.000",,,
"No updates found for Symantec Endpoint Protection Manager API 14.0 RU1 MP1.",,"host_4","1517401812.000",,,
"No updates found for Intrusion Prevention Signatures 14.0.",,"host_4","1517401812.000",,,
"Successfully downloaded the Revocation Data 14.0 RU1  security definitions from LiveUpdate. The security definitions are now available for deployment.",,"host_4","1517401812.000",,,
"No updates found for SPC AntiVirus Client Mac 14.0 (English).",,"host_4","1517401813.000",,,
"No updates found for Symantec Endpoint Protection Win64 14.0 RU1 (English).",,"host_4","1517401813.000",,,
"No updates found for Symantec Endpoint Protection Win32 14.0 RU1 (English).",,"host_4","1517401813.000",,,
"LiveUpdate succeeded.",,"host_4","1517401814.000",,,
"LiveUpdate will start next on Wednesday, January 31, 2018 4:30:14 PM UTC on server_1.",,"host_4","1517401814.000",,,
"LUALL.EXE successfully updated the content. Return code = 0.",,"host_4","1517401814.000",,,
"Cleaned up 1 LiveUpdate downloaded content",,"host_4","1517401814.000",,,
"Downloaded new content update from the management server successfully.     Remote file path: https://10.17.1.47(server_1):443/content/{810D5A61-809F-49c2-BD75-177F0647D2BA}/180130080/xdelta180130080_To_180131004.dax",SYLINK,"host_4","1517402021.000",informational,,"10.17.1.47(server_1):443"
"An update for Revocation Data was successfully installed.  The new sequence number is 180131004.","LiveUpdate Manager","host_4","1517402021.000",informational,,
"Downloaded new content update from the management server successfully.     Remote file path: https://server_1(10.17.1.47):443/content/{810D5A61-809F-49c2-BD75-177F0647D2BA}/180130080/xdelta180130080_To_180131004.dax",SYLINK,"host_1","1517402160.000",informational,,"server_1(10.17.1.47):443"
"An update for Revocation Data was successfully installed.  The new sequence number is 180131004.","LiveUpdate Manager","host_1","1517402160.000",informational,,
"Downloaded new content update from the management server successfully.     Remote file path: https://10.17.1.47:443/content/{810D5A61-809F-49c2-BD75-177F0647D2BA}/180130080/xdelta180130080_To_180131004.dax",SYLINK,"host_2","1517402244.000",informational,,"10.17.1.47:443"
"An update for Revocation Data was successfully installed.  The new sequence number is 180131004.","LiveUpdate Manager","host_2","1517402244.000",informational,,
"Downloaded new content update from the management server successfully.     Remote file path: https://server_1(10.17.1.47):443/content/{810D5A61-809F-49c2-BD75-177F0647D2BA}/180130080/xdelta180130080_To_180131004.dax",SYLINK,"host_3","1517402383.000",informational,,"server_1(10.17.1.47):443"
"An update for Revocation Data was successfully installed.  The new sequence number is 180131004.","LiveUpdate Manager","host_3","1517402383.000",informational,,
"Symantec Endpoint Protection -- Engine version: 14.0.3876  Windows Version info:  Operating System: Windows 7 (6.1.7601 Service Pack 1)  Network  info:  No.0  'Local Area Connection'  0a-9c-6f-a2-9c-22  'Citrix PV Ethernet Adapter #0' 10.0.2.54",Smc,"host_3","1517407914.000",informational,,
"Symantec Endpoint Protection Manager is available to provide updates, so the scheduled LiveUpdate was skipped.","LiveUpdate Manager","host_4","1517407973.000",informational,,
"Symantec Endpoint Protection Manager is available to provide updates, so the scheduled LiveUpdate was skipped.","LiveUpdate Manager","host_1","1517414635.000",informational,,
"Symantec Endpoint Protection Manager is available to provide updates, so the scheduled LiveUpdate was skipped.","LiveUpdate Manager","host_3","1517416239.000",informational,,
"LiveUpdate started.",,"host_4","1517416265.000",,,
"No updates found for Windows Host Integrity Content 14.0 RU1.",,"host_4","1517416272.000",,,
"No updates found for Symantec Endpoint Protection Manager Content Catalog 11.0.",,"host_4","1517416291.000",,,
"No updates found for AP Portal List 14.0 RU1.",,"host_4","1517416291.000",,,
"No updates found for Intrusion Prevention Signatures Mac 14.0 RU1.",,"host_4","1517416291.000",,,
"No updates found for WSS Traffic Redirection 14.0 RU1 MP1.",,"host_4","1517416291.000",,,
"No updates found for Endpoint Detection and Response 14.0 RU1.",,"host_4","1517416291.000",,,
"No updates found for Extended File Attributes and Signatures 14.0 RU1.",,"host_4","1517416291.000",,,
"No updates found for Mac Host Integrity Content 14.0 RU1.",,"host_4","1517416291.000",,,
"No updates found for Power Eraser Definitions 14.0.",,"host_4","1517416291.000",,,
"No updates found for Symantec Endpoint Protection Security Fix Win64 14.0 RU1 MP1 (English).",,"host_4","1517416291.000",,,
"Successfully downloaded the Virus and Spyware definitions SDS Win32 14.0 RU1 (reduced) security definitions from LiveUpdate. The security definitions are now available for deployment.",,"host_4","1517416291.000",,,
"Symantec Endpoint Protection Manager is available to provide updates, so the scheduled LiveUpdate was skipped.","LiveUpdate Manager","host_2","1517416418.000",informational,,
"Successfully downloaded the Virus and Spyware definitions SDS Win32 14.0 RU1 security definitions from LiveUpdate. The security definitions are now available for deployment.",,"host_4","1517416581.000",,,
"No updates found for Submission Control signatures 14.0 RU1.",,"host_4","1517416607.000",,,
"No updates found for Symantec Whitelist 14.0 RU1 .",,"host_4","1517416607.000",,,
"No updates found for SONAR Heuristics engine 14.0 RU1.",,"host_4","1517416607.000",,,
"No updates found for SEPM LiveUpdate Database 14.0 RU1.",,"host_4","1517416607.000",,,
"No updates found for Power Eraser Definitions 14.0 RU1.",,"host_4","1517416607.000",,,
"Successfully downloaded the Advanced Machine Learning (Static) content Win32 14.0 RU1 security definitions from LiveUpdate. The security definitions are now available for deployment.",,"host_4","1517416607.000",,,
"No updates found for Symantec Endpoint Protection Manager API 14.0 RU1 MP1.",,"host_4","1517416608.000",,,
"No updates found for Intrusion Prevention Signatures 14.0.",,"host_4","1517416608.000",,,
"Successfully downloaded the Revocation Data 14.0 RU1  security definitions from LiveUpdate. The security definitions are now available for deployment.",,"host_4","1517416608.000",,,
"Cleaned up 1 LiveUpdate downloaded content",,"host_4","1517416609.000",,,
